org.jfree.chart.plot.MultiplePiePlot:166	1.0 0.0 1.0
org.jfree.chart.plot.Plot:1313	0 30.0 0.0
org.jfree.chart.plot.Plot:1316	0 30.0 0.0
org.jfree.chart.plot.Plot:1320	0 30.0 0.0
org.jfree.chart.plot.Plot:1322	0 30.0 0.0
org.jfree.chart.plot.Plot:1330	0 30.0 0.0
org.jfree.chart.plot.Plot:1338	0 30.0 0.0
org.jfree.chart.plot.Plot:1346	0 30.0 0.0
org.jfree.chart.plot.Plot:1347	0 30.0 0.0
org.jfree.chart.plot.Plot:1348	0 11.0 0.0
org.jfree.chart.plot.Plot:1355	0 30.0 0.0
org.jfree.chart.plot.Plot:1358	0 30.0 0.0
org.jfree.chart.plot.Plot:1373	0 30.0 0.0
org.jfree.chart.plot.Plot:1376	0 30.0 0.0
org.jfree.chart.plot.Plot:1380	0 30.0 0.0
org.jfree.chart.plot.Plot:1382	0 30.0 0.0
org.jfree.chart.plot.Plot:1390	0 30.0 0.0
org.jfree.chart.plot.Plot:1391	0 14.0 0.0
org.jfree.chart.plot.Plot:1392	0 11.0 0.0
org.jfree.chart.plot.Plot:1416	0 30.0 0.0
org.jfree.chart.plot.Plot:1419	0 30.0 0.0
org.jfree.chart.plot.Plot:537	0 3.0 0.0
org.jfree.chart.plot.Plot:576	0 3.0 0.0
org.jfree.chart.plot.Plot:637	0 3.0 0.0
org.jfree.chart.plot.Plot:755	0 3.0 0.0
org.jfree.chart.plot.Plot:793	0 3.0 0.0
org.jfree.chart.plot.Plot:843	0 7.0 0.0
org.jfree.chart.plot.Plot:844	0 7.0 0.0
org.jfree.chart.plot.Plot:845	0 7.0 0.0
org.jfree.chart.plot.Plot:847	0 7.0 0.0
org.jfree.chart.plot.Plot:1054	0 10.0 0.0
org.jfree.chart.plot.Plot:1055	0 10.0 0.0
org.jfree.chart.plot.Plot:1056	0 10.0 0.0
org.jfree.chart.plot.Plot:1057	0 10.0 0.0
org.jfree.chart.plot.Plot:1067	0 10.0 0.0
org.jfree.chart.plot.Plot:1068	0 10.0 0.0
org.jfree.chart.plot.Plot:502	0 18.0 0.0
org.jfree.chart.plot.Plot:503	0 18.0 0.0
org.jfree.chart.plot.Plot:517	0 18.0 0.0
org.jfree.chart.plot.Plot:520	0 18.0 0.0
org.jfree.chart.plot.Plot:521	0 18.0 0.0
org.jfree.chart.plot.Plot:522	0 18.0 0.0
org.jfree.chart.plot.Plot:523	0 18.0 0.0
org.jfree.chart.plot.Plot:527	0 18.0 0.0
org.jfree.chart.plot.Plot:1185	0 35.0 0.0
org.jfree.chart.plot.Plot:1188	0 35.0 0.0
org.jfree.chart.plot.Plot:1191	0 35.0 0.0
org.jfree.chart.plot.Plot:1192	0 35.0 0.0
org.jfree.chart.plot.Plot:1195	0 35.0 0.0
org.jfree.chart.plot.Plot:1200	0 35.0 0.0
org.jfree.chart.plot.Plot:1204	0 35.0 0.0
org.jfree.chart.plot.Plot:1207	0 35.0 0.0
org.jfree.chart.plot.Plot:1210	0 35.0 0.0
org.jfree.chart.plot.Plot:1213	0 35.0 0.0
org.jfree.chart.plot.Plot:1216	0 35.0 0.0
org.jfree.chart.plot.Plot:1219	0 35.0 0.0
org.jfree.chart.plot.Plot:1223	0 35.0 0.0
org.jfree.chart.plot.Plot:1226	0 35.0 0.0
org.jfree.chart.plot.Plot:1229	0 35.0 0.0
org.jfree.chart.plot.Plot:1232	0 35.0 0.0
org.jfree.chart.plot.Plot:1235	0 35.0 0.0
org.jfree.chart.plot.Plot:1238	0 35.0 0.0
org.jfree.chart.plot.Plot:1273	0 17.0 0.0
org.jfree.chart.plot.Plot:1274	0 17.0 0.0
org.jfree.chart.plot.Plot:1275	0 17.0 0.0
org.jfree.chart.plot.Plot:1276	0 17.0 0.0
org.jfree.chart.plot.Plot:1278	0 17.0 0.0
org.jfree.chart.plot.Plot:1279	0 17.0 0.0
org.jfree.chart.plot.Plot:1291	0 17.0 0.0
org.jfree.chart.plot.Plot:1292	0 17.0 0.0
org.jfree.chart.plot.Plot:1293	0 17.0 0.0
org.jfree.chart.plot.Plot:1294	0 17.0 0.0
org.jfree.chart.plot.Plot:1296	0 17.0 0.0
org.jfree.chart.plot.Plot:1298	0 17.0 0.0
org.jfree.chart.plot.Plot:1300	0 17.0 0.0
org.jfree.chart.plot.Plot:1112	0 3.0 0.0
org.jfree.chart.plot.Plot:1113	0 3.0 0.0
org.jfree.chart.plot.Plot:1114	0 3.0 0.0
org.jfree.chart.plot.Plot:1115	0 3.0 0.0
org.jfree.chart.plot.Plot:938	0 3.0 0.0
org.jfree.chart.plot.Plot:939	0 3.0 0.0
org.jfree.chart.plot.Plot:940	0 3.0 0.0
org.jfree.chart.plot.Plot:953	0 3.0 0.0
org.jfree.chart.plot.Plot:954	0 3.0 0.0
org.jfree.chart.plot.Plot:1350	0 19.0 0.0
org.jfree.chart.plot.Plot:1351	0 19.0 0.0
org.jfree.chart.plot.Plot:1398	0 16.0 0.0
org.jfree.chart.plot.Plot:1406	0 16.0 0.0
org.jfree.chart.plot.Plot:1407	0 16.0 0.0
org.jfree.chart.plot.Plot:1410	0 16.0 0.0
org.jfree.chart.plot.Plot:1411	0 16.0 0.0
org.jfree.chart.plot.Plot:1251	0 13.0 0.0
org.jfree.chart.plot.Plot:1254	0 13.0 0.0
org.jfree.chart.plot.Plot:1258	0 13.0 0.0
org.jfree.chart.plot.Plot:1260	0 13.0 0.0
org.jfree.chart.plot.Plot:1261	0 13.0 0.0
org.jfree.chart.plot.Plot:1394	0 3.0 0.0
org.jfree.chart.plot.Plot:1395	0 3.0 0.0
org.jfree.chart.util.RectangleEdge:137	0 35.0 0.0
org.jfree.chart.util.RectangleEdge:149	0 32.0 0.0
org.jfree.chart.util.RectangleEdge:103	0 21.0 0.0
org.jfree.chart.util.RectangleEdge:106	0 21.0 0.0
org.jfree.chart.util.RectangleEdge:110	0 21.0 0.0
org.jfree.chart.util.RectangleEdge:111	0 21.0 0.0
org.jfree.chart.util.RectangleEdge:112	0 21.0 0.0
org.jfree.chart.util.RectangleEdge:115	0 9.0 0.0
org.jfree.chart.util.RectangleEdge:210	0 9.0 0.0
org.jfree.chart.util.RectangleEdge:211	0 9.0 0.0
org.jfree.chart.util.RectangleEdge:212	0 8.0 0.0
org.jfree.chart.util.RectangleEdge:214	0 9.0 0.0
org.jfree.chart.util.RectangleEdge:215	0 9.0 0.0
org.jfree.chart.util.RectangleEdge:217	0 8.0 0.0
org.jfree.chart.util.RectangleEdge:218	0 8.0 0.0
org.jfree.chart.util.RectangleEdge:223	0 9.0 0.0
org.jfree.chart.util.RectangleEdge:104	0 3.0 0.0
org.jfree.chart.util.RectangleAnchor:163	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:164	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:165	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:167	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:170	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:173	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:176	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:177	0 10.0 0.0
org.jfree.chart.util.RectangleAnchor:191	0 21.0 0.0
org.jfree.chart.util.RectangleAnchor:129	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:132	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:136	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:137	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:141	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:268	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:269	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:270	0 8.0 0.0
org.jfree.chart.util.RectangleAnchor:296	0 11.0 0.0
org.jfree.chart.util.RectangleAnchor:130	0 5.0 0.0
org.jfree.chart.util.RectangleAnchor:138	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:272	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:273	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:275	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:276	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:278	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:279	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:281	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:282	0 6.0 0.0
org.jfree.chart.util.RectangleAnchor:284	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:285	0 7.0 0.0
org.jfree.chart.util.RectangleAnchor:209	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:210	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:211	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:212	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:217	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:222	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:227	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:228	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:232	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:233	0 2.0 0.0
org.jfree.chart.util.RectangleAnchor:257	0 2.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:213	0 28.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:215	0 28.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:216	0 28.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:348	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:352	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:356	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:358	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:361	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:364	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:368	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:371	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:374	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:377	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:381	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:384	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:387	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:390	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:403	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:406	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:409	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:412	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:413	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:417	0 35.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:428	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:430	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:431	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:432	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:433	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:436	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:437	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:438	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:439	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:442	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:443	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:444	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:445	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:448	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:449	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:450	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:451	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:454	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:455	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:456	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:457	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:460	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:472	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:474	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:475	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:476	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:477	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:480	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:481	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:482	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:483	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:486	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:487	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:488	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:489	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:492	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:493	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:494	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:495	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:498	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:499	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:500	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:501	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:504	0 17.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:275	0 11.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:277	0 11.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:278	0 11.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:544	0 13.0 0.0
org.jfree.chart.plot.DefaultDrawingSupplier:545	0 13.0 0.0
org.jfree.chart.util.RectangleInsets:181	0 43.0 0.0
org.jfree.chart.util.RectangleInsets:184	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:187	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:188	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:191	0 37.0 0.0
org.jfree.chart.util.RectangleInsets:194	0 25.0 0.0
org.jfree.chart.util.RectangleInsets:197	0 25.0 0.0
org.jfree.chart.util.RectangleInsets:200	0 25.0 0.0
org.jfree.chart.util.RectangleInsets:203	0 25.0 0.0
org.jfree.chart.util.RectangleInsets:143	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:152	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:161	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:170	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:335	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:350	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:353	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:354	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:355	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:356	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:357	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:359	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:360	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:361	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:362	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:363	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:365	0 30.0 0.0
org.jfree.chart.util.RectangleInsets:381	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:382	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:385	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:396	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:397	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:400	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:411	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:412	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:415	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:426	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:427	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:430	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:441	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:442	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:445	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:456	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:457	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:460	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:471	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:472	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:475	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:486	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:487	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:490	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:501	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:512	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:523	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:535	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:545	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:546	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:547	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:548	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:549	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:550	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:551	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:552	0 33.0 0.0
org.jfree.chart.util.RectangleInsets:182	0 9.0 0.0
org.jfree.chart.util.RectangleInsets:192	0 20.0 0.0
org.jfree.chart.util.UnitType:91	0 20.0 0.0
org.jfree.chart.util.UnitType:94	0 20.0 0.0
org.jfree.chart.util.UnitType:97	0 20.0 0.0
org.jfree.chart.util.UnitType:98	0 20.0 0.0
org.jfree.chart.util.UnitType:101	0 20.0 0.0
org.jfree.chart.util.UnitType:121	0 20.0 0.0
org.jfree.chart.util.UnitType:122	0 19.0 0.0
org.jfree.chart.util.UnitType:99	0 8.0 0.0
org.jfree.chart.util.UnitType:124	0 8.0 0.0
org.jfree.chart.util.UnitType:125	0 8.0 0.0
org.jfree.chart.util.AbstractObjectList:109	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:110	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:111	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:113	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:123	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:126	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:131	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:132	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:133	0 134.0 0.0
org.jfree.chart.util.AbstractObjectList:149	0 162.0 0.0
org.jfree.chart.util.AbstractObjectList:161	0 111.0 0.0
org.jfree.chart.util.AbstractObjectList:162	0 111.0 0.0
org.jfree.chart.util.AbstractObjectList:163	0 111.0 0.0
org.jfree.chart.util.AbstractObjectList:166	0 60.0 0.0
org.jfree.chart.util.AbstractObjectList:178	0 56.0 0.0
org.jfree.chart.util.AbstractObjectList:182	0 56.0 0.0
org.jfree.chart.util.AbstractObjectList:186	0 50.0 0.0
org.jfree.chart.util.AbstractObjectList:190	0 50.0 0.0
org.jfree.chart.util.AbstractObjectList:191	0 50.0 0.0
org.jfree.chart.util.AbstractObjectList:192	0 50.0 0.0
org.jfree.chart.util.AbstractObjectList:197	0 50.0 0.0
org.jfree.chart.util.AbstractObjectList:255	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:256	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:257	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:258	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:269	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:282	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:283	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:284	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:285	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:292	0 24.0 0.0
org.jfree.chart.util.AbstractObjectList:193	0 23.0 0.0
org.jfree.chart.util.AbstractObjectList:259	0 13.0 0.0
org.jfree.chart.util.AbstractObjectList:260	0 13.0 0.0
org.jfree.chart.util.AbstractObjectList:261	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:262	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:286	0 13.0 0.0
org.jfree.chart.util.AbstractObjectList:287	0 13.0 0.0
org.jfree.chart.util.AbstractObjectList:288	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:127	0 2.0 0.0
org.jfree.chart.util.AbstractObjectList:128	0 2.0 0.0
org.jfree.chart.util.AbstractObjectList:129	0 2.0 0.0
org.jfree.chart.util.AbstractObjectList:194	0 7.0 0.0
org.jfree.chart.util.AbstractObjectList:235	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:236	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:237	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:238	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:241	0 12.0 0.0
org.jfree.chart.util.AbstractObjectList:183	0 13.0 0.0
org.jfree.chart.util.AbstractObjectList:265	0 2.0 0.0
org.jfree.chart.util.AbstractObjectList:206	0 6.0 0.0
org.jfree.chart.util.AbstractObjectList:207	0 6.0 0.0
org.jfree.chart.util.AbstractObjectList:208	0 6.0 0.0
org.jfree.chart.util.AbstractObjectList:211	0 6.0 0.0
org.jfree.chart.util.AbstractObjectList:221	0 6.0 0.0
org.jfree.chart.util.ObjectList:85	0 129.0 0.0
org.jfree.chart.util.ObjectList:95	0 129.0 0.0
org.jfree.chart.util.ObjectList:96	0 129.0 0.0
org.jfree.chart.util.ObjectList:107	0 111.0 0.0
org.jfree.chart.event.ChartChangeEvent:113	0 73.0 0.0
org.jfree.chart.event.ChartChangeEvent:114	0 73.0 0.0
org.jfree.chart.event.ChartChangeEvent:131	0 132.0 0.0
org.jfree.chart.event.ChartChangeEvent:132	0 132.0 0.0
org.jfree.chart.entity.ChartEntity:138	0 1.0 0.0
org.jfree.chart.entity.ChartEntity:139	0 1.0 0.0
org.jfree.chart.entity.ChartEntity:142	0 1.0 0.0
org.jfree.chart.entity.ChartEntity:143	0 1.0 0.0
org.jfree.chart.entity.ChartEntity:144	0 1.0 0.0
org.jfree.chart.entity.ChartEntity:145	0 1.0 0.0
org.jfree.chart.event.PlotChangeEvent:64	0 154.0 0.0
org.jfree.chart.event.PlotChangeEvent:65	0 154.0 0.0
org.jfree.chart.event.PlotChangeEvent:66	0 154.0 0.0
org.jfree.data.general.DatasetChangeEvent:71	0 144.0 0.0
org.jfree.data.general.DatasetChangeEvent:72	0 144.0 0.0
org.jfree.data.general.DatasetChangeEvent:73	0 144.0 0.0
