org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSet:83	1.0 0.8181818181818182 0.7416198487095662
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:114	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:126	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:127	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:131	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:133	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:134	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:136	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:138	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.AbstractSubHyperplane:141	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.Characterization:79	0 9.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:44	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:49	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:52	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:53	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:54	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:55	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:56	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:57	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:58	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:59	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:63	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:89	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:91	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:92	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:28	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:103	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:105	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:106	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:137	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:138	0 4.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:142	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:143	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:151	0 2.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:117	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:119	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:120	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:209	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:214	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:216	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:218	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:219	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:222	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:224	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:225	0 3.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:176	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:181	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:183	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:184	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:187	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:188	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:193	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:198	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:199	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:201	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:203	0 1.0 0.0
org.apache.commons.math3.geometry.partitioning.RegionFactory:204	0 1.0 0.0
org.apache.commons.math3.geometry.euclidean.oned.OrientedPoint:102	0 22.0 0.0
org.apache.commons.math3.geometry.partitioning.Region:50	0 22.0 0.0
org.apache.commons.math3.geometry.partitioning.Region:52	0 22.0 0.0
org.apache.commons.math3.geometry.partitioning.Region:55	0 22.0 0.0
org.apache.commons.math3.geometry.partitioning.Region:58	0 22.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:33	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:34	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:35	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:39	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:45	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:47	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:48	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:50	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:53	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:57	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:63	0 5.0 0.0
org.apache.commons.math3.geometry.partitioning.BoundarySizeVisitor:51	0 1.0 0.0
